ith_CG_iter,current_time,lp_obj,nnrc_cols,min_rc,mean_rc,median_rc,stdev_rc,column_selection_time
1,0.0205939,132,1,-2,-2,-2,0,0
2,0.0422089,132,1,-2,-2,-2,0,0
3,0.0636539,130,1,-3,-3,-3,0,0
4,0.0855849,130,1,-2,-2,-2,0,0
5,0.10717,129,1,-3,-3,-3,0,0
6,0.128614,129,1,-2,-2,-2,0,0
7,0.150324,129,1,-2,-2,-2,0,0
8,0.172277,129,1,-2,-2,-2,0,0
9,0.193666,129,1,-2,-2,-2,0,0
10,0.216408,128.333,1,-1.66667,-1.66667,-1.66667,0,0
11,0.238297,128.333,1,-1.66667,-1.66667,-1.66667,0,0
12,0.260079,128,1,-1.5,-1.5,-1.5,0,0
13,0.281558,127.75,1,-1.75,-1.75,-1.75,0,0
14,0.303752,127.571,1,-1.71429,-1.71429,-1.71429,0,0
15,0.325492,127,1,-1.75,-1.75,-1.75,0,0
16,0.347291,127,1,-1.5,-1.5,-1.5,0,0
17,0.370232,126.333,1,-1.33333,-1.33333,-1.33333,0,0
18,0.392957,126,1,-1.33333,-1.33333,-1.33333,0,0
19,0.415637,126,1,-2,-2,-2,0,0
20,0.4385,125.667,1,-1,-1,-1,0,0
21,0.46102,125.167,1,-1.5,-1.5,-1.5,0,0
22,0.483763,125.111,1,-1,-1,-1,0,0
23,0.507043,125.111,1,-1.33333,-1.33333,-1.33333,0,0
24,0.529719,124.5,1,-1.16667,-1.16667,-1.16667,0,0
25,0.553942,124.396,1,-1.29167,-1.29167,-1.29167,0,0
26,0.576612,124.394,1,-1,-1,-1,0,0
27,0.600539,123.889,1,-1.22222,-1.22222,-1.22222,0,0
28,0.623596,123.883,1,-1.1,-1.1,-1.1,0,0
29,0.646257,123.883,1,-1,-1,-1,0,0
30,0.670991,123.7,1,-1.03333,-1.03333,-1.03333,0,0
31,0.694605,123.533,1,-1.13333,-1.13333,-1.13333,0,0
32,0.718871,123.469,1,-1,-1,-1,0,0
33,0.743122,123.469,1,-1.36723,-1.36723,-1.36723,0,0
34,0.766692,123.469,1,-1.50282,-1.50282,-1.50282,0,0
35,0.791155,122.96,1,-1.14667,-1.14667,-1.14667,0,0
36,0.814829,122.667,1,-1.11111,-1.11111,-1.11111,0,0
37,0.838838,122,1,-1,-1,-1,0,0
38,0.862581,122,1,-1.5,-1.5,-1.5,0,0
39,0.887721,122,1,-1,-1,-1,0,0
40,0.911646,122,1,-1,-1,-1,0,0
41,0.936917,121.333,1,-1,-1,-1,0,0
42,0.960901,121.333,1,-1.11111,-1.11111,-1.11111,0,0
43,0.984859,121.333,1,-1,-1,-1,0,0
44,1.00889,121.333,1,-0.916667,-0.916667,-0.916667,0,0
45,1.03374,121.286,1,-0.761905,-0.761905,-0.761905,0,0
46,1.05816,121.286,1,-0.952381,-0.952381,-0.952381,0,0
47,1.08185,120.923,1,-0.948718,-0.948718,-0.948718,0,0
48,1.10713,120.574,1,-1.11111,-1.11111,-1.11111,0,0
49,1.13085,120.546,1,-1,-1,-1,0,0
50,1.15478,120.326,1,-1,-1,-1,0,0
51,1.17966,120.1,1,-0.766667,-0.766667,-0.766667,0,0
52,1.20472,119.992,1,-0.976852,-0.976852,-0.976852,0,0
53,1.22943,119.833,1,-0.666667,-0.666667,-0.666667,0,0
54,1.25483,119.578,1,-0.755556,-0.755556,-0.755556,0,0
55,1.27958,119.438,1,-0.835341,-0.835341,-0.835341,0,0
56,1.30494,118.983,1,-0.7,-0.7,-0.7,0,0
57,1.3297,118.643,1,-0.761905,-0.761905,-0.761905,0,0
58,1.3549,118.584,1,-0.809524,-0.809524,-0.809524,0,0
59,1.37976,118.584,1,-0.725108,-0.725108,-0.725108,0,0
60,1.40713,118.552,1,-0.875,-0.875,-0.875,0,0
61,1.43211,118.4,1,-0.9,-0.9,-0.9,0,0
62,1.45714,118.371,1,-1.34091,-1.34091,-1.34091,0,0
63,1.48222,118.083,1,-0.75,-0.75,-0.75,0,0
64,1.50748,118.083,1,-0.75,-0.75,-0.75,0,0
65,1.53282,118.083,1,-0.75,-0.75,-0.75,0,0
66,1.55902,117.778,1,-1,-1,-1,0,0
67,1.58485,117.61,1,-0.837945,-0.837945,-0.837945,0,0
68,1.61091,117.605,1,-0.683884,-0.683884,-0.683884,0,0
69,1.63617,117.491,1,-0.894737,-0.894737,-0.894737,0,0
70,1.6614,117.491,1,-0.868421,-0.868421,-0.868421,0,0
71,1.68773,117.491,1,-0.77193,-0.77193,-0.77193,0,0
72,1.71373,117.442,1,-0.674699,-0.674699,-0.674699,0,0
73,1.73987,116.833,1,-0.875,-0.875,-0.875,0,0
74,1.76592,116.828,1,-0.715054,-0.715054,-0.715054,0,0
75,1.7922,116.808,1,-0.684339,-0.684339,-0.684339,0,0
76,1.81816,116.703,1,-0.608696,-0.608696,-0.608696,0,0
77,1.84452,116.658,1,-0.776699,-0.776699,-0.776699,0,0
78,1.87062,116.387,1,-0.713333,-0.713333,-0.713333,0,0
79,1.89666,116.333,1,-0.5,-0.5,-0.5,0,0
80,1.92394,116.333,1,-0.5,-0.5,-0.5,0,0
81,1.95094,116.333,1,-0.5,-0.5,-0.5,0,0
82,1.977,116.333,1,-1,-1,-1,0,0
83,2.00528,116.301,1,-0.580645,-0.580645,-0.580645,0,0
84,2.03127,116.222,1,-0.722222,-0.722222,-0.722222,0,0
85,2.05774,115.894,1,-0.647887,-0.647887,-0.647887,0,0
86,2.08484,115.732,1,-0.508982,-0.508982,-0.508982,0,0
87,2.11233,115.712,1,-0.714689,-0.714689,-0.714689,0,0
88,2.13923,115.712,1,-0.463277,-0.463277,-0.463277,0,0
89,2.16611,115.712,1,-0.508475,-0.508475,-0.508475,0,0
90,2.1935,115.636,1,-0.505051,-0.505051,-0.505051,0,0
91,2.22054,115.636,1,-0.489899,-0.489899,-0.489899,0,0
92,2.24652,115.528,1,-0.611111,-0.611111,-0.611111,0,0
93,2.27266,115.458,1,-0.625,-0.625,-0.625,0,0
94,2.29856,115.458,1,-0.5,-0.5,-0.5,0,0
95,2.32591,115.458,1,-0.5,-0.5,-0.5,0,0
96,2.35285,115.357,1,-0.589286,-0.589286,-0.589286,0,0
97,2.37987,115.257,1,-0.669492,-0.669492,-0.669492,0,0
98,2.40801,115.257,1,-0.567797,-0.567797,-0.567797,0,0
99,2.43492,115.25,1,-0.483434,-0.483434,-0.483434,0,0
100,2.46207,115.25,1,-0.483333,-0.483333,-0.483333,0,0
101,2.49032,115.235,1,-0.508409,-0.508409,-0.508409,0,0
102,2.51748,115.012,1,-0.714286,-0.714286,-0.714286,0,0
103,2.5447,115.012,1,-0.571429,-0.571429,-0.571429,0,0
104,2.57159,115.012,1,-0.571429,-0.571429,-0.571429,0,0
105,2.59957,114.771,1,-0.614407,-0.614407,-0.614407,0,0
106,2.62795,114.738,1,-0.5,-0.5,-0.5,0,0
107,2.65595,114.461,1,-0.582353,-0.582353,-0.582353,0,0
108,2.68411,114.45,1,-0.533654,-0.533654,-0.533654,0,0
109,2.71253,114.449,1,-0.53125,-0.53125,-0.53125,0,0
110,2.7406,114.368,1,-0.421053,-0.421053,-0.421053,0,0
111,2.76878,114.345,1,-0.482659,-0.482659,-0.482659,0,0
112,2.79722,114.254,1,-0.45614,-0.45614,-0.45614,0,0
113,2.82568,114.254,1,-0.45614,-0.45614,-0.45614,0,0
114,2.8552,114.253,1,-0.512545,-0.512545,-0.512545,0,0
115,2.88321,114.155,1,-0.516018,-0.516018,-0.516018,0,0
116,2.91257,114.138,1,-0.485507,-0.485507,-0.485507,0,0
117,2.94169,114.074,1,-0.512397,-0.512397,-0.512397,0,0
118,2.97083,114.027,1,-0.470343,-0.470343,-0.470343,0,0
119,3.00009,113.688,1,-0.52,-0.52,-0.52,0,0
120,3.03075,113.673,1,-0.641509,-0.641509,-0.641509,0,0
121,3.05989,113.639,1,-0.555556,-0.555556,-0.555556,0,0
122,3.08879,113.438,1,-0.5,-0.5,-0.5,0,0
123,3.11676,113.373,1,-0.556231,-0.556231,-0.556231,0,0
124,3.14606,113.237,1,-0.401146,-0.401146,-0.401146,0,0
125,3.17514,113.121,1,-0.578406,-0.578406,-0.578406,0,0
126,3.20425,113.121,1,-0.442159,-0.442159,-0.442159,0,0
