ith_CG_iter,current_time,lp_obj,nnrc_cols,min_rc,mean_rc,median_rc,stdev_rc,column_selection_time
1,0.00609207,68,1,-2,-2,-2,0,0
2,0.0135832,68,1,-2,-2,-2,0,0
3,0.021148,68,1,-2,-2,-2,0,0
4,0.028718,68,1,-2,-2,-2,0,0
5,0.0363212,67,1,-2,-2,-2,0,0
6,0.0438511,66.5,1,-1,-1,-1,0,0
7,0.0515981,66.5,1,-1.66667,-1.66667,-1.66667,0,0
8,0.059068,66.3333,1,-2.33333,-2.33333,-2.33333,0,0
9,0.0665281,66.3333,1,-1.14286,-1.14286,-1.14286,0,0
10,0.074053,65.5,1,-1.125,-1.125,-1.125,0,0
11,0.0813382,65.5,1,-1,-1,-1,0,0
12,0.089066,65.5,1,-1,-1,-1,0,0
13,0.0963302,65,1,-2,-2,-2,0,0
14,0.103913,64.8333,1,-1.5,-1.5,-1.5,0,0
15,0.111312,64.5455,1,-1,-1,-1,0,0
16,0.118963,64.5,1,-1.5,-1.5,-1.5,0,0
17,0.126476,64.5,1,-1,-1,-1,0,0
18,0.134742,64.4167,1,-1,-1,-1,0,0
19,0.142314,64.4167,1,-1,-1,-1,0,0
20,0.151018,64.375,1,-1,-1,-1,0,0
21,0.158408,64.25,1,-0.75,-0.75,-0.75,0,0
22,0.166862,64.1429,1,-0.761905,-0.761905,-0.761905,0,0
23,0.174576,64.1429,1,-0.678571,-0.678571,-0.678571,0,0
24,0.183221,64.1429,1,-0.607143,-0.607143,-0.607143,0,0
25,0.191639,64.0938,1,-0.59375,-0.59375,-0.59375,0,0
26,0.201288,63.5,1,-0.611111,-0.611111,-0.611111,0,0
27,0.214581,63.4306,1,-0.625,-0.625,-0.625,0,0
28,0.226479,63.0455,1,-0.954545,-0.954545,-0.954545,0,0
29,0.239272,63.0455,1,-0.727273,-0.727273,-0.727273,0,0
30,0.247848,62.5,1,-1.1,-1.1,-1.1,0,0
31,0.257455,62.5,1,-0.666667,-0.666667,-0.666667,0,0
32,0.269197,62.5,1,-0.766667,-0.766667,-0.766667,0,0
33,0.277876,62.5,1,-0.653846,-0.653846,-0.653846,0,0
34,0.286484,62.5,1,-0.666667,-0.666667,-0.666667,0,0
35,0.294867,62.5,1,-0.5,-0.5,-0.5,0,0
36,0.30343,62.5,1,-0.5,-0.5,-0.5,0,0
37,0.311984,62.3333,1,-0.5,-0.5,-0.5,0,0
38,0.320459,62.1818,1,-0.590909,-0.590909,-0.590909,0,0
39,0.328842,62.0833,1,-0.5,-0.5,-0.5,0,0
40,0.337711,61.9286,1,-0.857143,-0.857143,-0.857143,0,0
41,0.347418,61.9,1,-0.7,-0.7,-0.7,0,0
42,0.355927,61.4643,1,-0.583333,-0.583333,-0.583333,0,0
43,0.364374,61.4643,1,-0.464286,-0.464286,-0.464286,0,0
44,0.373089,61.3357,1,-0.614286,-0.614286,-0.614286,0,0
45,0.382666,61.1861,1,-0.452555,-0.452555,-0.452555,0,0
46,0.391173,60.9929,1,-0.471429,-0.471429,-0.471429,0,0
47,0.401965,60.9904,1,-0.471154,-0.471154,-0.471154,0,0
48,0.410444,60.7353,1,-0.441176,-0.441176,-0.441176,0,0
49,0.420012,60.4,1,-0.6,-0.6,-0.6,0,0
50,0.429518,60.4,1,-0.4,-0.4,-0.4,0,0
51,0.438444,60.4,1,-0.4,-0.4,-0.4,0,0
52,0.448076,60.2222,1,-0.555556,-0.555556,-0.555556,0,0
53,0.456799,60.2222,1,-0.555556,-0.555556,-0.555556,0,0
54,0.465385,60.2045,1,-0.5,-0.5,-0.5,0,0
55,0.474123,60.1048,1,-0.451613,-0.451613,-0.451613,0,0
56,0.48384,60,1,-0.333333,-0.333333,-0.333333,0,0
57,0.492416,59.95,1,-0.325,-0.325,-0.325,0,0
58,0.502185,59.6875,1,-0.5,-0.5,-0.5,0,0
59,0.510588,59.6833,1,-0.3,-0.3,-0.3,0,0
60,0.520726,59.6667,1,-0.5,-0.5,-0.5,0,0
61,0.530356,59.5625,1,-0.5625,-0.5625,-0.5625,0,0
62,0.539934,59.5,1,-0.5,-0.5,-0.5,0,0
63,0.549705,59.5,1,-0.375,-0.375,-0.375,0,0
64,0.558285,59.4167,1,-0.333333,-0.333333,-0.333333,0,0
65,0.567974,59.4167,1,-0.25,-0.25,-0.25,0,0
66,0.576428,59.4167,1,-0.5,-0.5,-0.5,0,0
