ith_CG_iter,current_time,lp_obj,nnrc_cols,min_rc,mean_rc,median_rc,stdev_rc,column_selection_time
1,0.021153,129,1,-3,-3,-3,0,0
2,0.04304,129,1,-3,-3,-3,0,0
3,0.06514,128.333,1,-2.66667,-2.66667,-2.66667,0,0
4,0.0870349,128.333,1,-2,-2,-2,0,0
5,0.108676,128,1,-3,-3,-3,0,0
6,0.130278,127,1,-3,-3,-3,0,0
7,0.152286,126,1,-2,-2,-2,0,0
8,0.17387,125.667,1,-2,-2,-2,0,0
9,0.19529,125.333,1,-2,-2,-2,0,0
10,0.217582,124.5,1,-2,-2,-2,0,0
11,0.239394,124,1,-2,-2,-2,0,0
12,0.261006,124,1,-1.66667,-1.66667,-1.66667,0,0
13,0.284075,123.556,1,-1.44444,-1.44444,-1.44444,0,0
14,0.305844,123.5,1,-1.5,-1.5,-1.5,0,0
15,0.327383,123.25,1,-1.5,-1.5,-1.5,0,0
16,0.350399,123.083,1,-1.5,-1.5,-1.5,0,0
17,0.372001,122.929,1,-1.14286,-1.14286,-1.14286,0,0
18,0.394984,122.917,1,-1.5,-1.5,-1.5,0,0
19,0.418129,122.859,1,-1.07692,-1.07692,-1.07692,0,0
20,0.440919,122.526,1,-1.15789,-1.15789,-1.15789,0,0
21,0.463417,122.417,1,-1,-1,-1,0,0
22,0.486382,122.417,1,-1.25,-1.25,-1.25,0,0
23,0.509043,122.188,1,-1.25,-1.25,-1.25,0,0
24,0.533382,121.833,1,-1.16667,-1.16667,-1.16667,0,0
25,0.556249,121.583,1,-1,-1,-1,0,0
26,0.585668,121.583,1,-1,-1,-1,0,0
27,0.612327,121.417,1,-1.16667,-1.16667,-1.16667,0,0
28,0.635343,121.062,1,-1.0625,-1.0625,-1.0625,0,0
29,0.658046,120.875,1,-1,-1,-1,0,0
30,0.681057,120.5,1,-1,-1,-1,0,0
31,0.704134,119.875,1,-1,-1,-1,0,0
32,0.726898,119.875,1,-1,-1,-1,0,0
33,0.75124,118.875,1,-0.8125,-0.8125,-0.8125,0,0
34,0.774108,118.875,1,-1,-1,-1,0,0
35,0.797951,118.875,1,-0.8125,-0.8125,-0.8125,0,0
36,0.822124,118.843,1,-0.705882,-0.705882,-0.705882,0,0
37,0.844808,118.536,1,-1.04762,-1.04762,-1.04762,0,0
38,0.870263,118.533,1,-1.06667,-1.06667,-1.06667,0,0
39,0.894044,118.533,1,-1,-1,-1,0,0
40,0.918497,118.446,1,-0.913043,-0.913043,-0.913043,0,0
41,0.942381,118.071,1,-1.35714,-1.35714,-1.35714,0,0
42,0.966322,118,1,-0.875,-0.875,-0.875,0,0
43,0.990239,117.682,1,-1,-1,-1,0,0
44,1.014,117.682,1,-1.02273,-1.02273,-1.02273,0,0
45,1.03797,117.636,1,-0.727273,-0.727273,-0.727273,0,0
46,1.06184,117.627,1,-0.835821,-0.835821,-0.835821,0,0
47,1.08605,117.583,1,-0.776978,-0.776978,-0.776978,0,0
48,1.11016,117.583,1,-0.683453,-0.683453,-0.683453,0,0
49,1.13531,117.484,1,-0.84375,-0.84375,-0.84375,0,0
50,1.16035,117.407,1,-1.01646,-1.01646,-1.01646,0,0
51,1.18577,117.404,1,-0.684211,-0.684211,-0.684211,0,0
52,1.21051,117.244,1,-0.902439,-0.902439,-0.902439,0,0
53,1.23658,117.056,1,-0.75,-0.75,-0.75,0,0
54,1.26127,117.017,1,-0.798872,-0.798872,-0.798872,0,0
55,1.28637,116.96,1,-0.744318,-0.744318,-0.744318,0,0
56,1.31116,116.959,1,-0.655738,-0.655738,-0.655738,0,0
57,1.33664,116.926,1,-0.602941,-0.602941,-0.602941,0,0
58,1.36156,116.79,1,-1,-1,-1,0,0
59,1.38669,116.627,1,-1.04734,-1.04734,-1.04734,0,0
60,1.41205,116.474,1,-0.789474,-0.789474,-0.789474,0,0
61,1.43743,116.472,1,-0.735849,-0.735849,-0.735849,0,0
62,1.46243,116.241,1,-0.70922,-0.70922,-0.70922,0,0
63,1.48785,116.171,1,-0.714286,-0.714286,-0.714286,0,0
64,1.51254,116,1,-0.8,-0.8,-0.8,0,0
65,1.53778,116,1,-0.6,-0.6,-0.6,0,0
66,1.56253,115.977,1,-0.697674,-0.697674,-0.697674,0,0
67,1.5876,115.975,1,-0.675,-0.675,-0.675,0,0
68,1.61338,115.933,1,-0.733333,-0.733333,-0.733333,0,0
69,1.63961,115.881,1,-0.874214,-0.874214,-0.874214,0,0
70,1.66557,115.712,1,-0.568493,-0.568493,-0.568493,0,0
71,1.69207,115.692,1,-0.692308,-0.692308,-0.692308,0,0
72,1.71813,115.682,1,-0.545455,-0.545455,-0.545455,0,0
73,1.74423,115.344,1,-0.866667,-0.866667,-0.866667,0,0
74,1.77055,115.327,1,-0.72549,-0.72549,-0.72549,0,0
75,1.79651,115,1,-0.76087,-0.76087,-0.76087,0,0
76,1.82262,114.861,1,-0.733333,-0.733333,-0.733333,0,0
77,1.84854,114.773,1,-0.601762,-0.601762,-0.601762,0,0
78,1.87501,114.696,1,-0.571429,-0.571429,-0.571429,0,0
79,1.9014,114.663,1,-0.6171,-0.6171,-0.6171,0,0
80,1.92743,114.625,1,-0.833333,-0.833333,-0.833333,0,0
81,1.95597,114.437,1,-0.617251,-0.617251,-0.617251,0,0
82,1.98199,114.296,1,-0.486023,-0.486023,-0.486023,0,0
83,2.00831,114.29,1,-0.5586,-0.5586,-0.5586,0,0
84,2.03534,114.222,1,-0.507266,-0.507266,-0.507266,0,0
85,2.06254,113.963,1,-0.638889,-0.638889,-0.638889,0,0
86,2.0899,113.867,1,-0.566667,-0.566667,-0.566667,0,0
87,2.11689,113.786,1,-0.506494,-0.506494,-0.506494,0,0
88,2.14426,113.786,1,-0.506494,-0.506494,-0.506494,0,0
89,2.17193,113.755,1,-0.472461,-0.472461,-0.472461,0,0
90,2.19902,113.71,1,-0.508113,-0.508113,-0.508113,0,0
91,2.2263,113.581,1,-0.450675,-0.450675,-0.450675,0,0
92,2.25379,113.224,1,-0.590254,-0.590254,-0.590254,0,0
93,2.28093,113.213,1,-0.489535,-0.489535,-0.489535,0,0
94,2.30927,113.178,1,-0.480769,-0.480769,-0.480769,0,0
95,2.33747,113.116,1,-0.480702,-0.480702,-0.480702,0,0
96,2.3647,112.987,1,-0.584416,-0.584416,-0.584416,0,0
97,2.39211,112.914,1,-0.506356,-0.506356,-0.506356,0,0
98,2.41903,112.588,1,-0.411765,-0.411765,-0.411765,0,0
99,2.44601,112.554,1,-0.465601,-0.465601,-0.465601,0,0
100,2.4746,112.515,1,-0.448491,-0.448491,-0.448491,0,0
101,2.50271,112.437,1,-0.422857,-0.422857,-0.422857,0,0
102,2.52965,112.05,1,-0.4375,-0.4375,-0.4375,0,0
103,2.55716,112.05,1,-0.3625,-0.3625,-0.3625,0,0
104,2.58539,112.037,1,-0.406977,-0.406977,-0.406977,0,0
105,2.6134,112.01,1,-0.425624,-0.425624,-0.425624,0,0
106,2.64201,111.921,1,-0.341667,-0.341667,-0.341667,0,0
107,2.6711,111.921,1,-0.341667,-0.341667,-0.341667,0,0
108,2.69924,111.654,1,-0.48389,-0.48389,-0.48389,0,0
109,2.72796,111.577,1,-0.43299,-0.43299,-0.43299,0,0
110,2.75638,111.568,1,-0.384615,-0.384615,-0.384615,0,0
111,2.78546,111.545,1,-0.368203,-0.368203,-0.368203,0,0
112,2.81358,111.545,1,-0.359338,-0.359338,-0.359338,0,0
113,2.84223,111.233,1,-0.611702,-0.611702,-0.611702,0,0
114,2.87182,111.233,1,-0.627972,-0.627972,-0.627972,0,0
115,2.90044,111.208,1,-0.461255,-0.461255,-0.461255,0,0
116,2.9288,111.201,1,-0.363178,-0.363178,-0.363178,0,0
117,2.95849,111.201,1,-0.334174,-0.334174,-0.334174,0,0
118,2.98745,111.2,1,-0.377778,-0.377778,-0.377778,0,0
119,3.01691,111.2,1,-0.333333,-0.333333,-0.333333,0,0
120,3.04654,111.193,1,-0.394958,-0.394958,-0.394958,0,0
121,3.07592,111.152,1,-0.370725,-0.370725,-0.370725,0,0
122,3.10499,111.139,1,-0.351852,-0.351852,-0.351852,0,0
123,3.13444,111.139,1,-0.351852,-0.351852,-0.351852,0,0
124,3.16369,111.138,1,-0.329787,-0.329787,-0.329787,0,0
125,3.19342,111.047,1,-0.395349,-0.395349,-0.395349,0,0
126,3.2229,110.969,1,-0.330769,-0.330769,-0.330769,0,0
127,3.25222,110.786,1,-0.428571,-0.428571,-0.428571,0,0
128,3.28165,110.786,1,-0.428571,-0.428571,-0.428571,0,0
129,3.3113,110.774,1,-0.368421,-0.368421,-0.368421,0,0
130,3.34182,110.579,1,-0.488347,-0.488347,-0.488347,0,0
131,3.37222,110.49,1,-0.33,-0.33,-0.33,0,0
132,3.40145,110.333,1,-0.492063,-0.492063,-0.492063,0,0
133,3.43062,110.333,1,-0.416667,-0.416667,-0.416667,0,0
134,3.46015,110.276,1,-0.358974,-0.358974,-0.358974,0,0
135,3.49087,110.208,1,-0.383333,-0.383333,-0.383333,0,0
136,3.52132,110.208,1,-0.349454,-0.349454,-0.349454,0,0
137,3.55053,110.208,1,-0.313508,-0.313508,-0.313508,0,0
138,3.58027,110.201,1,-0.307738,-0.307738,-0.307738,0,0
139,3.61105,110.157,1,-0.291391,-0.291391,-0.291391,0,0
140,3.6413,110.14,1,-0.281849,-0.281849,-0.281849,0,0
141,3.67149,110.14,1,-0.340876,-0.340876,-0.340876,0,0
142,3.70183,110.124,1,-0.28869,-0.28869,-0.28869,0,0
143,3.73259,109.913,1,-0.332785,-0.332785,-0.332785,0,0
144,3.76335,109.906,1,-0.330462,-0.330462,-0.330462,0,0
145,3.79411,109.836,1,-0.414414,-0.414414,-0.414414,0,0
146,3.82463,109.836,1,-0.311937,-0.311937,-0.311937,0,0
147,3.85494,109.83,1,-0.275,-0.275,-0.275,0,0
148,3.88525,109.83,1,-0.293458,-0.293458,-0.293458,0,0
149,3.91671,109.829,1,-0.289881,-0.289881,-0.289881,0,0
150,3.94738,109.829,1,-0.259799,-0.259799,-0.259799,0,0
151,3.97894,109.762,1,-0.253406,-0.253406,-0.253406,0,0
152,4.0098,109.675,1,-0.4,-0.4,-0.4,0,0
153,4.0404,109.534,1,-0.359664,-0.359664,-0.359664,0,0
154,4.07172,109.534,1,-0.353782,-0.353782,-0.353782,0,0
155,4.10221,109.534,1,-0.307563,-0.307563,-0.307563,0,0
156,4.1337,109.454,1,-0.283305,-0.283305,-0.283305,0,0
