ith_CG_iter,current_time,lp_obj,nnrc_cols,min_rc,mean_rc,median_rc,stdev_rc,column_selection_time
1,0.00777602,70,1,-2,-2,-2,0,0
2,0.01525,70,1,-1,-1,-1,0,0
3,0.0227311,70,1,-1,-1,-1,0,0
4,0.030086,69,1,-1,-1,-1,0,0
5,0.037622,69,1,-1,-1,-1,0,0
6,0.045336,69,1,-1,-1,-1,0,0
7,0.052839,69,1,-1,-1,-1,0,0
8,0.060535,69,1,-1,-1,-1,0,0
9,0.067925,69,1,-1,-1,-1,0,0
10,0.0759749,68,1,-1,-1,-1,0,0
11,0.083596,68,1,-1.5,-1.5,-1.5,0,0
12,0.0920851,68,1,-1.5,-1.5,-1.5,0,0
13,0.0995991,68,1,-1,-1,-1,0,0
14,0.106992,68,1,-1,-1,-1,0,0
15,0.114547,67,1,-1,-1,-1,0,0
16,0.122186,67,1,-1,-1,-1,0,0
17,0.130265,67,1,-1,-1,-1,0,0
18,0.137771,67,1,-1,-1,-1,0,0
19,0.145409,67,1,-1,-1,-1,0,0
20,0.15286,67,1,-1,-1,-1,0,0
21,0.160567,67,1,-1,-1,-1,0,0
22,0.167982,66.5,1,-1,-1,-1,0,0
23,0.176628,66,1,-1,-1,-1,0,0
24,0.18435,66,1,-1,-1,-1,0,0
25,0.194198,66,1,-1,-1,-1,0,0
26,0.201525,65.5,1,-1,-1,-1,0,0
27,0.210079,64.5,1,-1,-1,-1,0,0
28,0.218076,64.5,1,-1,-1,-1,0,0
29,0.226701,64.5,1,-1,-1,-1,0,0
30,0.234352,64,1,-1,-1,-1,0,0
31,0.24296,64,1,-1,-1,-1,0,0
32,0.250386,64,1,-0.5,-0.5,-0.5,0,0
33,0.26023,64,1,-0.5,-0.5,-0.5,0,0
34,0.268706,64,1,-2,-2,-2,0,0
35,0.27731,63.6667,1,-0.666667,-0.666667,-0.666667,0,0
36,0.285921,63.6667,1,-0.666667,-0.666667,-0.666667,0,0
37,0.294695,63.625,1,-0.625,-0.625,-0.625,0,0
38,0.303126,63.25,1,-0.625,-0.625,-0.625,0,0
39,0.311738,63,1,-0.5,-0.5,-0.5,0,0
40,0.320612,62.5,1,-0.75,-0.75,-0.75,0,0
41,0.329718,62.5,1,-0.75,-0.75,-0.75,0,0
42,0.338207,62.5,1,-0.5,-0.5,-0.5,0,0
43,0.346904,62.5,1,-0.666667,-0.666667,-0.666667,0,0
44,0.355311,62.5,1,-0.666667,-0.666667,-0.666667,0,0
45,0.364067,62.5,1,-0.5,-0.5,-0.5,0,0
46,0.372557,62.5,1,-1.5,-1.5,-1.5,0,0
47,0.381269,61.9167,1,-0.666667,-0.666667,-0.666667,0,0
48,0.389846,61.875,1,-0.5,-0.5,-0.5,0,0
49,0.398588,61.875,1,-0.5,-0.5,-0.5,0,0
50,0.407027,61.875,1,-0.5,-0.5,-0.5,0,0
51,0.415879,61.375,1,-0.5,-0.5,-0.5,0,0
52,0.424332,61.375,1,-0.5,-0.5,-0.5,0,0
53,0.432998,61.25,1,-0.5,-0.5,-0.5,0,0
54,0.441717,61.25,1,-0.5,-0.5,-0.5,0,0
55,0.450161,61,1,-0.75,-0.75,-0.75,0,0
56,0.459878,60.8333,1,-0.5,-0.5,-0.5,0,0
57,0.468454,60.8333,1,-0.5,-0.5,-0.5,0,0
58,0.478215,60.6667,1,-0.5,-0.5,-0.5,0,0
59,0.48898,60.6667,1,-0.5,-0.5,-0.5,0,0
60,0.497757,60.6667,1,-0.333333,-0.333333,-0.333333,0,0
61,0.507325,60.5,1,-0.333333,-0.333333,-0.333333,0,0
62,0.515969,60.4167,1,-0.333333,-0.333333,-0.333333,0,0
63,0.525841,60.4167,1,-0.333333,-0.333333,-0.333333,0,0
64,0.534418,60.125,1,-0.625,-0.625,-0.625,0,0
65,0.544415,60.125,1,-0.5,-0.5,-0.5,0,0
66,0.553141,60.125,1,-0.5,-0.5,-0.5,0,0
67,0.562942,60.125,1,-0.5,-0.5,-0.5,0,0
68,0.571479,60,1,-0.333333,-0.333333,-0.333333,0,0
69,0.581203,60,1,-0.333333,-0.333333,-0.333333,0,0
70,0.590899,60,1,-0.333333,-0.333333,-0.333333,0,0
71,0.600493,60,1,-0.333333,-0.333333,-0.333333,0,0
72,0.610414,60,1,-0.333333,-0.333333,-0.333333,0,0
73,0.620208,60,1,-0.5,-0.5,-0.5,0,0
74,0.630136,59.75,1,-0.5,-0.5,-0.5,0,0
75,0.63984,59.6667,1,-0.333333,-0.333333,-0.333333,0,0
76,0.649699,59.6667,1,-0.333333,-0.333333,-0.333333,0,0
77,0.660293,59.6667,1,-0.333333,-0.333333,-0.333333,0,0
78,0.669945,59.6667,1,-0.333333,-0.333333,-0.333333,0,0
79,0.679998,59.6667,1,-0.333333,-0.333333,-0.333333,0,0
80,0.690998,59.3333,1,-0.333333,-0.333333,-0.333333,0,0
81,0.700956,59.3333,1,-0.333333,-0.333333,-0.333333,0,0
82,0.710627,59.3333,1,-0.333333,-0.333333,-0.333333,0,0
83,0.720294,59.3333,1,-0.5,-0.5,-0.5,0,0
84,0.730073,59.25,1,-0.25,-0.25,-0.25,0,0
85,0.740849,59.25,1,-0.25,-0.25,-0.25,0,0
86,0.750476,59.25,1,-0.5,-0.5,-0.5,0,0
87,0.760301,59.1429,1,-0.285714,-0.285714,-0.285714,0,0
88,0.770141,59,1,-0.5,-0.5,-0.5,0,0
89,0.779915,59,1,-0.25,-0.25,-0.25,0,0
90,0.789731,59,1,-0.25,-0.25,-0.25,0,0
91,0.799461,59,1,-0.5,-0.5,-0.5,0,0
92,0.810121,59,1,-0.5,-0.5,-0.5,0,0
93,0.819719,59,1,-0.5,-0.5,-0.5,0,0
94,0.829401,59,1,-1,-1,-1,0,0
95,0.840255,59,1,-0.5,-0.5,-0.5,0,0
96,0.849921,59,1,-1,-1,-1,0,0
97,0.859662,59,1,-0.5,-0.5,-0.5,0,0
98,0.86953,59,1,-0.5,-0.5,-0.5,0,0
99,0.880553,59,1,-0.5,-0.5,-0.5,0,0
100,0.89011,59,1,-0.5,-0.5,-0.5,0,0
101,0.901066,59,1,-0.5,-0.5,-0.5,0,0
102,0.911749,58.6667,1,-0.333333,-0.333333,-0.333333,0,0
103,0.921389,58.6667,1,-0.166667,-0.166667,-0.166667,0,0
104,0.932078,58.6667,1,-0.166667,-0.166667,-0.166667,0,0
105,0.942783,58.6667,1,-0.333333,-0.333333,-0.333333,0,0
106,0.953717,58.6429,1,-0.214286,-0.214286,-0.214286,0,0
107,0.964754,58.6429,1,-0.142857,-0.142857,-0.142857,0,0
108,0.975503,58.6429,1,-0.142857,-0.142857,-0.142857,0,0
109,0.986272,58.6429,1,-0.142857,-0.142857,-0.142857,0,0
110,0.997181,58.6429,1,-0.142857,-0.142857,-0.142857,0,0
111,1.00926,58.6429,1,-0.285714,-0.285714,-0.285714,0,0
112,1.02006,58.6429,1,-0.214286,-0.214286,-0.214286,0,0
113,1.03272,58.6429,1,-0.214286,-0.214286,-0.214286,0,0
114,1.04359,58.6429,1,-0.142857,-0.142857,-0.142857,0,0
115,1.05481,58.5,1,-0.5,-0.5,-0.5,0,0
116,1.06764,58.5,1,-0.5,-0.5,-0.5,0,0
117,1.08098,58.5,1,-0.5,-0.5,-0.5,0,0
118,1.09791,58.5,1,-0.5,-0.5,-0.5,0,0
119,1.1107,58.5,1,-0.5,-0.5,-0.5,0,0
120,1.12321,58.5,1,-0.5,-0.5,-0.5,0,0
121,1.13538,58.5,1,-0.25,-0.25,-0.25,0,0
122,1.14797,58.5,1,-0.5,-0.5,-0.5,0,0
123,1.16052,58.5,1,-0.5,-0.5,-0.5,0,0
124,1.17314,58.5,0,0,0,0,0,0
