ith_CG_iter,current_time,lp_obj,nnrc_cols,min_rc,mean_rc,median_rc,stdev_rc,column_selection_time
1,0.0184329,144,1,-3,-3,-3,0,0
2,0.0390038,144,1,-3,-3,-3,0,0
3,0.060437,142,1,-2,-2,-2,0,0
4,0.082401,142,1,-2,-2,-2,0,0
5,0.104134,141.667,1,-2,-2,-2,0,0
6,0.125591,141.667,1,-2,-2,-2,0,0
7,0.147265,140.667,1,-1.66667,-1.66667,-1.66667,0,0
8,0.169223,140,1,-2,-2,-2,0,0
9,0.190744,140,1,-2,-2,-2,0,0
10,0.212192,140,1,-1.5,-1.5,-1.5,0,0
11,0.234323,140,1,-2,-2,-2,0,0
12,0.255727,140,1,-1.5,-1.5,-1.5,0,0
13,0.278193,139.5,1,-1.5,-1.5,-1.5,0,0
14,0.301311,139.333,1,-1.66667,-1.66667,-1.66667,0,0
15,0.323932,139.333,1,-1.33333,-1.33333,-1.33333,0,0
16,0.345389,139.333,1,-1.33333,-1.33333,-1.33333,0,0
17,0.367211,139,1,-1,-1,-1,0,0
18,0.389061,139,1,-1.5,-1.5,-1.5,0,0
19,0.411556,139,1,-1,-1,-1,0,0
20,0.434685,139,1,-1,-1,-1,0,0
21,0.456058,138.2,1,-1.4,-1.4,-1.4,0,0
22,0.47854,138.2,1,-1,-1,-1,0,0
23,0.501579,138.2,1,-1,-1,-1,0,0
24,0.524319,137.2,1,-1,-1,-1,0,0
25,0.546786,137.2,1,-1,-1,-1,0,0
26,0.569471,137,1,-1.16667,-1.16667,-1.16667,0,0
27,0.591965,136.778,1,-1,-1,-1,0,0
28,0.614461,136.778,1,-1.11111,-1.11111,-1.11111,0,0
29,0.637384,136.778,1,-1,-1,-1,0,0
30,0.659894,136.5,1,-1.5,-1.5,-1.5,0,0
31,0.68261,136.5,1,-1,-1,-1,0,0
32,0.705477,136.5,1,-1,-1,-1,0,0
33,0.729247,136.5,1,-1,-1,-1,0,0
34,0.752134,136.333,1,-1,-1,-1,0,0
35,0.774778,136,1,-0.714286,-0.714286,-0.714286,0,0
36,0.798702,136,1,-1.5,-1.5,-1.5,0,0
37,0.821521,135.667,1,-1,-1,-1,0,0
38,0.845299,135.667,1,-1,-1,-1,0,0
39,0.869692,135.667,1,-1,-1,-1,0,0
40,0.8925,135.357,1,-1.21429,-1.21429,-1.21429,0,0
41,0.917562,135.3,1,-1,-1,-1,0,0
42,0.941309,135.167,1,-0.666667,-0.666667,-0.666667,0,0
43,0.964939,135.167,1,-0.833333,-0.833333,-0.833333,0,0
44,0.989346,135.167,1,-1,-1,-1,0,0
45,1.01308,135.1,1,-1.2,-1.2,-1.2,0,0
46,1.03745,135.1,1,-1,-1,-1,0,0
47,1.0612,134.917,1,-0.833333,-0.833333,-0.833333,0,0
48,1.08533,134.909,1,-0.681818,-0.681818,-0.681818,0,0
49,1.11004,134.875,1,-0.625,-0.625,-0.625,0,0
50,1.13385,134.554,1,-1,-1,-1,0,0
51,1.15753,134.467,1,-0.728261,-0.728261,-0.728261,0,0
52,1.18153,134.083,1,-0.666667,-0.666667,-0.666667,0,0
53,1.20547,134,1,-0.8125,-0.8125,-0.8125,0,0
54,1.23031,134,1,-0.625,-0.625,-0.625,0,0
55,1.25471,133.7,1,-0.6,-0.6,-0.6,0,0
56,1.2796,133.7,1,-0.6,-0.6,-0.6,0,0
57,1.30507,133.65,1,-0.75,-0.75,-0.75,0,0
58,1.33921,133.438,1,-0.75,-0.75,-0.75,0,0
59,1.36402,133.417,1,-0.666667,-0.666667,-0.666667,0,0
60,1.38901,133.348,1,-0.722222,-0.722222,-0.722222,0,0
61,1.41358,133.333,1,-0.583333,-0.583333,-0.583333,0,0
62,1.43878,133.275,1,-0.566667,-0.566667,-0.566667,0,0
63,1.46338,133.203,1,-0.646552,-0.646552,-0.646552,0,0
64,1.48832,133.203,1,-0.702586,-0.702586,-0.702586,0,0
65,1.513,132.703,1,-0.551724,-0.551724,-0.551724,0,0
66,1.53963,132.7,1,-0.55,-0.55,-0.55,0,0
67,1.56431,132.25,1,-0.75,-0.75,-0.75,0,0
68,1.58943,131.991,1,-0.631579,-0.631579,-0.631579,0,0
69,1.6151,131.991,1,-0.54386,-0.54386,-0.54386,0,0
70,1.6405,131.5,1,-0.8,-0.8,-0.8,0,0
71,1.66543,131.45,1,-0.733333,-0.733333,-0.733333,0,0
72,1.69251,131.444,1,-0.573099,-0.573099,-0.573099,0,0
73,1.71853,131.056,1,-0.811111,-0.811111,-0.811111,0,0
74,1.74357,130.801,1,-0.685484,-0.685484,-0.685484,0,0
75,1.76977,130.801,1,-0.666667,-0.666667,-0.666667,0,0
76,1.79597,130.75,1,-0.583333,-0.583333,-0.583333,0,0
77,1.82237,130.741,1,-0.546296,-0.546296,-0.546296,0,0
78,1.84826,130.225,1,-0.516667,-0.516667,-0.516667,0,0
79,1.87536,130.219,1,-0.708333,-0.708333,-0.708333,0,0
80,1.90215,130.167,1,-0.527778,-0.527778,-0.527778,0,0
81,1.92896,130.159,1,-0.516575,-0.516575,-0.516575,0,0
82,1.95539,130.159,1,-0.54558,-0.54558,-0.54558,0,0
83,1.98129,130.135,1,-0.732639,-0.732639,-0.732639,0,0
84,2.00777,130.135,1,-0.520833,-0.520833,-0.520833,0,0
85,2.0347,130.099,1,-0.519231,-0.519231,-0.519231,0,0
86,2.06072,129.683,1,-0.566667,-0.566667,-0.566667,0,0
87,2.08821,129.626,1,-0.5,-0.5,-0.5,0,0
88,2.11505,129.62,1,-0.5,-0.5,-0.5,0,0
89,2.14166,129.346,1,-0.673077,-0.673077,-0.673077,0,0
90,2.16854,129.346,1,-0.5,-0.5,-0.5,0,0
91,2.19579,129.333,1,-0.5,-0.5,-0.5,0,0
92,2.223,128.938,1,-0.5,-0.5,-0.5,0,0
93,2.2501,128.799,1,-0.654321,-0.654321,-0.654321,0,0
94,2.2776,128.799,1,-0.583333,-0.583333,-0.583333,0,0
95,2.30482,128.791,1,-0.516393,-0.516393,-0.516393,0,0
96,2.33183,128.541,1,-0.567568,-0.567568,-0.567568,0,0
97,2.35902,128.53,1,-0.5,-0.5,-0.5,0,0
98,2.38686,128.412,1,-0.5,-0.5,-0.5,0,0
99,2.41376,128.409,1,-0.454545,-0.454545,-0.454545,0,0
100,2.44142,128.058,1,-0.519231,-0.519231,-0.519231,0,0
101,2.46943,128.058,1,-0.519231,-0.519231,-0.519231,0,0
102,2.49633,128.058,1,-0.5,-0.5,-0.5,0,0
103,2.52426,128,1,-0.537037,-0.537037,-0.537037,0,0
104,2.5527,127.988,1,-0.447674,-0.447674,-0.447674,0,0
105,2.57977,127.971,1,-0.411765,-0.411765,-0.411765,0,0
106,2.60717,127.602,1,-0.526316,-0.526316,-0.526316,0,0
