ith_CG_iter,current_time,lp_obj,nnrc_cols,min_rc,mean_rc,median_rc,stdev_rc,column_selection_time
1,0.018414,144,108,-2,-1.01852,-1,0.134817,0
2,0.0500779,134.857,127,-1,-0.403825,-0.428571,0.175737,0
3,0.0899539,129,15,-1,-1,-1,0,0
4,0.129131,129,45,-0.5,-0.5,-0.5,0,0
5,0.172101,126,13,-1,-1,-1,0,0
6,0.214578,125.5,19,-0.5,-0.5,-0.5,0,0
7,0.260017,125,0,0,0,0,0,0
8,0.308949,125,0,0,0,0,0,0
9,0.359627,125,0,0,0,0,0,0
10,0.408565,125,0,0,0,0,0,0
11,0.457893,125,1,-1,-1,-1,0,0
12,0.502101,124.875,56,-0.5,-0.236607,-0.25,0.107422,0
13,0.548947,124,0,0,0,0,0,0
14,0.600069,124,0,0,0,0,0,0
15,0.651204,124,1,-1,-1,-1,0,0
16,0.699695,124,3,-1,-1,-1,0,0
17,0.750656,124,0,0,0,0,0,0
18,0.801646,124,1,-1,-1,-1,0,0
19,0.8483,124,0,0,0,0,0,0
20,0.900091,124,1,-1,-1,-1,0,0
21,0.94828,124,2,-1,-1,-1,0,0
22,0.996015,124,0,0,0,0,0,0
23,1.04978,124,0,0,0,0,0,0
24,1.10169,124,0,0,0,0,0,0
25,1.15472,124,0,0,0,0,0,0
26,1.20831,124,0,0,0,0,0,0
27,1.26148,124,0,0,0,0,0,0
28,1.31408,124,0,0,0,0,0,0
29,1.36592,124,0,0,0,0,0,0
30,1.4191,124,0,0,0,0,0,0
31,1.47216,124,0,0,0,0,0,0
32,1.52561,124,0,0,0,0,0,0
33,1.57871,124,0,0,0,0,0,0
34,1.6323,124,0,0,0,0,0,0
35,1.68468,124,0,0,0,0,0,0
36,1.74017,124,0,0,0,0,0,0
37,1.7925,124,0,0,0,0,0,0
38,1.84657,124,0,0,0,0,0,0
39,1.89862,124,0,0,0,0,0,0
40,1.95085,124,0,0,0,0,0,0
41,2.00421,124,0,0,0,0,0,0
42,2.0574,124,0,0,0,0,0,0
43,2.10918,124,0,0,0,0,0,0
44,2.16225,124,0,0,0,0,0,0
45,2.21595,124,0,0,0,0,0,0
46,2.268,124,0,0,0,0,0,0
47,2.32003,124,0,0,0,0,0,0
48,2.37199,124,0,0,0,0,0,0
49,2.42403,124,0,0,0,0,0,0
50,2.47617,124,0,0,0,0,0,0
51,2.52937,124,1,-1,-1,-1,0,0
52,2.57705,123.2,31,-0.4,-0.219355,-0.2,0.05913,0
53,2.62615,123,0,0,0,0,0,0
