ith_CG_iter,current_time,lp_obj,nnrc_cols,min_rc,mean_rc,median_rc,stdev_rc,column_selection_time
1,0.00735402,70,45,-2,-1.02222,-1,0.147406,0
2,0.0182271,64,6,-1,-1,-1,0,0
3,0.0292761,63,3,-1,-1,-1,0,0
4,0.0397861,63,0,0,0,0,0,0
5,0.0516322,63,4,-1,-1,-1,0,0
6,0.0624361,62,28,-0.5,-0.5,-0.5,0,0
7,0.0740051,62,1,-1,-1,-1,0,0
8,0.0859241,61,1,-1,-1,-1,0,0
9,0.0977621,60.125,27,-0.5,-0.240741,-0.25,0.0674084,0
10,0.109948,60,0,0,0,0,0,0
11,0.122877,60,0,0,0,0,0,0
12,0.135789,60,0,0,0,0,0,0
13,0.148774,60,1,-1,-1,-1,0,0
14,0.161799,60,0,0,0,0,0,0
