ith_CG_iter,current_time,lp_obj,nnrc_cols,min_rc,mean_rc,median_rc,stdev_rc,column_selection_time
1,0.019959,138.5,118,-1,-0.915254,-1,0.187593,0
2,0.0582738,129,51,-1,-1,-1,0,0
3,0.099417,125,84,-1,-0.505952,-0.5,0.0542288,0
4,0.146542,120.462,96,-0.461538,-0.190304,-0.153846,0.111909,0
5,0.198886,117.78,89,-0.44,-0.119101,-0.08,0.0834056,0
6,0.259533,115.833,23,-0.333333,-0.231884,-0.166667,0.0813404,0
7,0.317148,115.125,45,-0.25,-0.161111,-0.125,0.0566558,0
8,0.379855,114.333,4,-0.333333,-0.333333,-0.333333,9.61481e-17,0
9,0.44202,114,22,-0.181818,-0.107438,-0.0909091,0.0350631,0
10,0.506688,113.667,41,-0.166667,-0.0934959,-0.0833333,0.0272691,0
11,0.573188,113.257,50,-0.142857,-0.0611429,-0.0571429,0.0342905,0
12,0.643551,112.769,43,-0.115385,-0.0474061,-0.0384615,0.0182434,0
13,0.717889,112.551,50,-0.132353,-0.0295588,-0.0147059,0.0273344,0
14,0.794588,112.339,28,-0.0521739,-0.0194099,-0.0173913,0.0130684,0
15,0.87626,112.231,44,-0.0600601,-0.0216694,-0.018018,0.0162109,0
16,0.957547,112.194,22,-0.0450237,-0.0162645,-0.0189573,0.0112357,0
17,1.03904,112.122,23,-0.0407407,-0.0144928,-0.0148148,0.00913201,0
18,1.12603,112.072,14,-0.032491,-0.0126354,-0.0108303,0.0100037,0
19,1.20873,112.04,13,-0.04,-0.0205128,-0.0133333,0.00994396,0
20,1.2925,112,0,0,0,0,0,0
