ith_CG_iter,current_time,lp_obj,nnrc_cols,min_rc,mean_rc,median_rc,stdev_rc,column_selection_time
1,0.0611651,275.5,289,-2,-0.809689,-1,0.297236,0
2,0.201967,255.75,211,-1,-0.543839,-0.5,0.205459,0
3,0.36744,244.833,203,-0.666667,-0.250411,-0.166667,0.113864,0
4,0.560179,237.417,210,-0.555556,-0.122817,-0.111111,0.0713869,0
5,0.775264,233.75,37,-0.25,-0.25,-0.25,0,0
6,0.990204,232.625,143,-0.1875,-0.088833,-0.0625,0.0440169,0
7,1.22539,230.438,55,-0.25,-0.123864,-0.125,0.0421222,0
8,1.46112,229.571,61,-0.214286,-0.0913349,-0.0714286,0.0431511,0
9,1.70458,229,5,-0.5,-0.5,-0.5,0,0
10,1.95104,228.588,96,-0.235294,-0.0667892,-0.0588235,0.0263338,0
11,2.20285,228.5,8,-0.5,-0.5,-0.5,0,0
12,2.4568,227.75,19,-0.25,-0.25,-0.25,0,0
13,2.71932,227.75,5,-0.25,-0.25,-0.25,0,0
14,2.97896,227.5,2,-0.5,-0.5,-0.5,1.11022e-16,0
15,3.25455,227.158,139,-0.116146,-0.0270983,-0.0234375,0.0217811,0
16,3.52773,227,1,-0.5,-0.5,-0.5,0,0
17,3.80264,227,1,-0.5,-0.5,-0.5,0,0
18,4.07789,227,0,0,0,0,0,0
