ith_CG_iter,current_time,lp_obj,nnrc_cols,min_rc,mean_rc,median_rc,stdev_rc,column_selection_time
1,0.0184469,139,102,-1,-1,-1,0,0
2,0.0557029,128.333,165,-1.33333,-0.49697,-0.333333,0.228059,0
3,0.101892,122,29,-1,-1,-1,0,0
4,0.149162,120.667,142,-0.47619,-0.142522,-0.142857,0.0989383,0
5,0.205195,117.15,50,-0.4,-0.147,-0.1,0.0850941,0
6,0.264237,116,9,-0.5,-0.5,-0.5,0,0
7,0.324523,115.792,111,-0.166667,-0.0591842,-0.0555556,0.0375054,0
8,0.389397,114.833,24,-0.166667,-0.166667,-0.166667,1.33111e-16,0
9,0.456082,114.667,5,-0.166667,-0.166667,-0.166667,0,0
10,0.52172,114.667,10,-0.333333,-0.333333,-0.333333,7.4476e-17,0
11,0.590313,114.167,3,-0.166667,-0.166667,-0.166667,1.05081e-16,0
12,0.657762,114,4,-0.5,-0.5,-0.5,0,0
13,0.724315,114,1,-0.166667,-0.166667,-0.166667,0,0
14,0.791237,114,7,-0.333333,-0.214286,-0.166667,0.0752923,0
15,0.857846,114,5,-0.333333,-0.233333,-0.166667,0.0816497,0
16,0.928066,113.7,10,-0.2,-0.15,-0.1,0.05,0
17,0.998072,113.5,2,-0.5,-0.5,-0.5,0,0
18,1.07694,113.5,0,0,0,0,0,0
