ith_CG_iter,current_time,lp_obj,nnrc_cols,min_rc,mean_rc,median_rc,stdev_rc,column_selection_time
1,0.065779,276,216,-2,-1.00926,-1,0.0957785,0
2,0.195506,259,115,-1,-1,-1,0,0
3,0.337882,251.95,262,-1,-0.361069,-0.3,0.230357,0
4,0.514133,242.293,263,-0.439024,-0.1341,-0.121951,0.0933883,0
5,0.720338,236.446,199,-0.5,-0.101385,-0.0675676,0.0916018,0
6,0.939646,233.167,89,-0.416667,-0.136704,-0.0833333,0.0762405,0
7,1.1734,231.25,31,-0.25,-0.145161,-0.125,0.0459748,0
8,1.41729,230.514,81,-0.189189,-0.0795796,-0.0810811,0.0350207,0
9,1.66768,229.528,145,-0.152778,-0.0377395,-0.0277778,0.0322111,0
10,1.93764,228.625,10,-0.125,-0.125,-0.125,0,0
11,2.2034,228.321,131,-0.119565,-0.0295387,-0.0217391,0.0267018,0
12,2.48039,227.75,6,-0.25,-0.25,-0.25,0,0
13,2.75605,227.75,3,-0.25,-0.25,-0.25,0,0
14,3.03218,227.75,5,-0.25,-0.175,-0.125,0.0612372,0
15,3.31713,227.516,54,-0.0806452,-0.0268817,-0.016129,0.0148864,0
16,3.60067,227.375,6,-0.25,-0.145833,-0.125,0.0465847,0
17,3.88707,227.375,7,-0.25,-0.196429,-0.25,0.061859,0
18,4.17446,227.25,5,-0.125,-0.125,-0.125,4.11869e-16,0
19,4.46353,227.167,6,-0.166667,-0.166667,-0.166667,8.32667e-17,0
20,4.75968,227.126,81,-0.0826259,-0.0133692,-0.0107527,0.0121783,0
21,5.05755,227.036,12,-0.142857,-0.0654762,-0.0357143,0.0381138,0
22,5.35761,227.036,12,-0.214286,-0.0654762,-0.0357143,0.0479896,0
23,5.6579,227,3,-0.25,-0.25,-0.25,0,0
24,5.96981,226.75,5,-0.0833333,-0.0833333,-0.0833333,1.66186e-16,0
25,6.28669,226.667,3,-0.333333,-0.333333,-0.333333,0,0
26,6.61664,226.667,1,-0.333333,-0.333333,-0.333333,0,0
27,6.9414,226.667,1,-0.333333,-0.333333,-0.333333,0,0
28,7.26319,226.659,64,-0.0898083,-0.0131824,-0.0103625,0.0133904,0
29,7.57548,226.625,4,-0.125,-0.125,-0.125,0,0
30,7.89246,226.6,5,-0.05,-0.05,-0.05,8.88612e-17,0
31,8.21463,226.5,2,-0.25,-0.25,-0.25,0,0
32,8.53546,226.5,2,-0.25,-0.1875,-0.125,0.0625,0
33,8.85298,226.5,0,0,0,0,0,0
