ith_CG_iter,current_time,lp_obj,nnrc_cols,min_rc,mean_rc,median_rc,stdev_rc,column_selection_time
1,0.0201302,132,108,-1,-1,-1,0,0
2,0.057246,121,44,-1,-1,-1,1.95188e-16,0
3,0.098372,118.667,186,-0.666667,-0.262545,-0.166667,0.123086,0
4,0.150723,113.273,94,-0.272727,-0.136364,-0.0909091,0.0589307,0
5,0.209548,111,46,-0.25,-0.13587,-0.125,0.0352214,0
6,0.270906,110.375,40,-0.25,-0.0875,-0.0625,0.0414578,0
7,0.334776,110,2,-1,-1,-1,0,0
8,0.396685,109.75,14,-0.25,-0.25,-0.25,0,0
9,0.462156,109.288,65,-0.121212,-0.0452214,-0.030303,0.029773,0
10,0.534513,108.571,19,-0.0714286,-0.0714286,-0.0714286,2.52845e-16,0
11,0.612322,108.429,4,-0.142857,-0.142857,-0.142857,9.61481e-17,0
12,0.680673,108.375,6,-0.125,-0.125,-0.125,0,0
13,0.752486,108.193,48,-0.0651558,-0.0238137,-0.0212465,0.0159902,0
14,0.829821,107.977,41,-0.0713101,-0.0239251,-0.0182421,0.0194803,0
15,0.90404,107.875,3,-0.125,-0.125,-0.125,1.04775e-16,0
16,0.981261,107.773,15,-0.0909091,-0.0484848,-0.0454545,0.0113384,0
17,1.06026,107.75,3,-0.25,-0.25,-0.25,0,0
18,1.13882,107.75,2,-0.25,-0.25,-0.25,0,0
19,1.22171,107.652,26,-0.057971,-0.0222965,-0.0144928,0.0122123,0
20,1.30925,107.571,12,-0.0714286,-0.0386905,-0.0357143,0.00987091,0
21,1.39084,107.538,8,-0.0769231,-0.0432692,-0.0384615,0.01272,0
22,1.47458,107.522,17,-0.057971,-0.0221654,-0.0144928,0.014163,0
23,1.55632,107.5,0,0,0,0,0,0
