ith_CG_iter,current_time,lp_obj,nnrc_cols,min_rc,mean_rc,median_rc,stdev_rc,column_selection_time
1,0.00777483,69,60,-1,-1,-1,0,0
2,0.0190389,62,22,-1,-1,-1,0,0
3,0.0308828,61,32,-0.5,-0.390625,-0.5,0.12402,0
4,0.0431149,58.3333,35,-0.333333,-0.190476,-0.166667,0.0583212,0
5,0.0574861,57.6667,7,-0.333333,-0.190476,-0.166667,0.0583212,0
6,0.0718498,57.6,19,-0.2,-0.115789,-0.1,0.0364642,0
7,0.0860929,57,6,-0.166667,-0.166667,-0.166667,1.81299e-16,0
8,0.100429,56.6667,6,-0.166667,-0.166667,-0.166667,1.05081e-16,0
9,0.115448,56.5714,9,-0.142857,-0.103175,-0.0714286,0.0354931,0
10,0.130654,56.5556,13,-0.166667,-0.0811966,-0.0555556,0.0352402,0
11,0.1462,56.5,1,-0.166667,-0.166667,-0.166667,0,0
12,0.161848,56.5,4,-0.166667,-0.166667,-0.166667,0,0
13,0.179816,56.1667,4,-0.333333,-0.208333,-0.166667,0.0721688,0
14,0.195126,56.1667,0,0,0,0,0,0
