ith_CG_iter,current_time,lp_obj,nnrc_cols,min_rc,mean_rc,median_rc,stdev_rc,column_selection_time
1,0.00637603,55.5,47,-1,-0.829787,-1,0.236926,0
2,0.0153549,51.3333,25,-0.333333,-0.333333,-0.333333,1.7519e-16,0
3,0.024308,49.8333,57,-0.666667,-0.266082,-0.166667,0.124329,0
4,0.0354791,48.75,44,-0.375,-0.164773,-0.125,0.0640308,0
5,0.046443,48,2,-0.4,-0.3,-0.2,0.1,0
6,0.057771,47.6667,3,-0.333333,-0.333333,-0.333333,2.10162e-16,0
7,0.0698531,47.6,16,-0.4,-0.2125,-0.2,0.0484123,0
8,0.08323,47.5,3,-0.5,-0.5,-0.5,0,0
9,0.0953209,47.375,5,-0.125,-0.125,-0.125,0,0
10,0.107556,47.3333,8,-0.25,-0.104167,-0.0833333,0.0551198,0
11,0.120694,47.1429,22,-0.214286,-0.0584416,-0.0357143,0.0508456,0
12,0.133686,47,1,-0.25,-0.25,-0.25,0,0
13,0.14572,47,15,-0.142857,-0.0761905,-0.0714286,0.0178174,0
14,0.159232,46.8571,4,-0.142857,-0.142857,-0.142857,0,0
15,0.173471,46.8333,0,0,0,0,0,0
