ith_CG_iter,current_time,lp_obj,nnrc_cols,min_rc,mean_rc,median_rc,stdev_rc,column_selection_time
1,0.00752401,71.5,69,-1.5,-0.84058,-1,0.248076,0
2,0.0183802,66,36,-1,-1,-1,0,0
3,0.0302482,62,18,-1,-1,-1,0,0
4,0.043098,60.5,6,-0.5,-0.5,-0.5,0,0
5,0.055877,60.5,5,-1,-0.6,-0.5,0.2,0
6,0.068789,60.5,11,-0.5,-0.5,-0.5,0,0
7,0.082942,60.5,23,-0.5,-0.5,-0.5,0,0
8,0.0970662,60,0,0,0,0,0,0
9,0.11323,60,0,0,0,0,0,0
10,0.128402,60,0,0,0,0,0,0
11,0.143561,60,0,0,0,0,0,0
12,0.158862,60,0,0,0,0,0,0
13,0.174941,60,0,0,0,0,0,0
14,0.190686,60,0,0,0,0,0,0
15,0.205906,60,1,-1,-1,-1,0,0
16,0.220276,59.5,0,0,0,0,0,0
