ith_CG_iter,current_time,lp_obj,nnrc_cols,min_rc,mean_rc,median_rc,stdev_rc,column_selection_time
1,0.021888,136,128,-2,-1.03906,-1,0.193744,0
2,0.0562191,126.5,93,-1.5,-0.854839,-1,0.238506,0
3,0.095526,118.538,103,-0.692308,-0.213592,-0.230769,0.125431,0
4,0.141905,114,20,-0.5,-0.5,-0.5,0,0
5,0.189838,113.333,48,-0.333333,-0.190972,-0.166667,0.0588232,0
6,0.244295,112.2,120,-0.2,-0.0730667,-0.072,0.0435484,0
7,0.301002,111,8,-0.5,-0.5,-0.5,0,0
8,0.359836,110.489,93,-0.155556,-0.0517722,-0.0444444,0.034837,0
9,0.423474,109.75,7,-0.25,-0.25,-0.25,0,0
10,0.487701,109.667,14,-0.333333,-0.178571,-0.166667,0.0429232,0
11,0.552826,109.444,40,-0.177778,-0.0483333,-0.0222222,0.0421307,0
12,0.62257,109.071,65,-0.099768,-0.0271819,-0.025522,0.0209094,0
13,0.696951,108.762,52,-0.096302,-0.0178233,-0.0138675,0.0149969,0
14,0.779201,108.612,38,-0.0477308,-0.0119636,-0.0101721,0.0106974,0
15,0.861753,108.539,33,-0.0524345,-0.0200885,-0.0187266,0.0135454,0
16,0.951403,108.405,35,-0.052336,-0.0103323,-0.00577894,0.011315,0
17,1.03863,108.333,1,-0.333333,-0.333333,-0.333333,0,0
18,1.12752,108.333,0,0,0,0,0,0
